mapid,name,category1,category2,address,short_description,url,geom,geo_local_area,longitude,latitude
GCP253,Green House for my school or daycare,Greenest City Fund Project,Lighter-Footprint,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090720007611, 49.2796259946648], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090720007611,49.2796259946648
GCP265,Electric Vehicle Charging Station,Private projects,Clean-Air,2083 Alma St,"Jericho Village Shops. 2x J1722, located opposite No Frills on NE Wall in underground parking. Part of FCM funded trial.",http://www.plugshare.com/?location=13657,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1857954, 49.26784259], 'type': 'Point'}, 'properties': {}}",West Point Grey,-123.1857954,49.26784259
GCP267,Electric Vehicle Charging Station,Private projects,Clean-Air,6085 Thunderbird Boulevard,Thunderbird Parkade. 8 Public Stations,http://www.plugshare.com/?location=14212,"{'type': 'Feature', 'geometry': {'coordinates': [-123.2445307, 49.26067458], 'type': 'Point'}, 'properties': {}}",,-123.2445307,49.26067458
GCP269,Electric Vehicle Charging Station,Private projects,Clean-Air,4250 Wesbrook Mall,National Research Council Canada. For NRC visitor/collaborator use only.  Access to one 120V duplex receptacle and one Level 2 charger in parking lot beside building. Access to two Level 2 chargers in rear compound.,http://www.plugshare.com/?location=15536,"{'type': 'Feature', 'geometry': {'coordinates': [-123.2324277, 49.24530815], 'type': 'Point'}, 'properties': {}}",,-123.2324277,49.24530815
GCP274,Electric Vehicle Charging Station,Private projects,Clean-Air,5251 Oak Street,VanDusen Gardens. 1x Eaton J1722 and 4x 6-20R outlets (208V 15/20A) chargers.,http://www.plugshare.com/?location=7210,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1287691, 49.2385517], 'type': 'Point'}, 'properties': {}}",Shaughnessy,-123.1287691,49.2385517
GCP281,Electric Vehicle Charging Station,Private projects,Clean-Air,200 Granville Street,"Granville Square Parkade. Located on the P2 level, customers are invited to utilize the electric car charging station for free, with payment of regular parking charges.",http://www.plugshare.com/?location=5822,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1138206, 49.28643743], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1138206,49.28643743
GCP285,Electric Vehicle Charging Station,Private projects,Clean-Air,900 W Georgia St,Fairmont Hotel Vancouver.  The EVSE station is open to hotel guests and the public. A flat rate of $20 (facilities access fee) is applicable to non-registered guests.,http://www.plugshare.com/?location=4442,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1209657, 49.28388013], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1209657,49.28388013
GCP289,Electric Vehicle Charging Station,City projects,Clean-Air,900 Denman St,"EasyPark Lot 40. Located at the below the West End Community Centre. The stall is located on level P1 next to the elevator. These stalls are preferred stalls for electric vehicles, but are not reserved for electric vehicles at this time.",http://www.plugshare.com/?location=2799,"{'type': 'Feature', 'geometry': {'coordinates': [-123.136541, 49.29066527], 'type': 'Point'}, 'properties': {}}",West End,-123.136541,49.29066527
GCP308,Community Garden,Private projects,Local-Food,400  Hawks St,Atira Community Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.08712100317, 49.2810913026065], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.08712100317,49.2810913026065
GCP311,Community Garden,Private projects,Local-Food,1001  Cotton Dr,Britannia Secondary,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0719972, 49.27639628], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.0719972,49.27639628
GCP317,Community Garden,Private projects,Local-Food,2755  Cheyenne Ave,Cheyenne Community Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0480107, 49.24129201], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.0480107,49.24129201
GCP326,Community Garden,Private projects,Local-Food,2250  Fraser St,Emma G Coop,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0889585, 49.26403425], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.0889585,49.26403425
GCP332,Community Garden,Private projects,Local-Food,2075   Woodland Dr,Grandview Terrace,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0729995, 49.27140421], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.0729995,49.27140421
GCP336,Community Garden,Private projects,Local-Food,1407  Laburnum St,Kits Village Collaborative Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1515444, 49.27321203], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.1515444,49.27321203
GCP340,Community Garden,Private projects,Local-Food,705  Jackson Ave,Maclean Housing,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0937314, 49.27845193], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0937314,49.27845193
GCP350,Community Garden,Private projects,Local-Food,2475  Franklin Street,Nis'gaa Ts'amiks Community Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0547691, 49.28232584], 'type': 'Point'}, 'properties': {}}",Hastings-Sunrise,-123.0547691,49.28232584
